Division ID,Rd1 Layout,Rd2 Layout,Rd3 Layout,Rd1 Last Hole Length,Rd2 Last Hole Length,Rd3 Last Hole Length,Place,Points,Name,PDGA Number,Rating,Par,Rd1,Rd2,Rd3,Rd1 Rating,Rd2 Rating,Rd3 Rating,Total,Event,Major
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,12.0,Peter Keightley,146860.0,826.0,+18,60.0,63.0,62.0,850.0,823.0,834.0,185.0,Scottish Open 2023 presented by Latitude 64,1
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,4.0,9.0,Richard Clegg,8828.0,832.0,+27,65.0,62.0,67.0,792.0,834.0,777.0,194.0,Scottish Open 2023 presented by Latitude 64,1
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,6.0,Hugh Watson,230206.0,814.0,+31,64.0,66.0,68.0,803.0,788.0,765.0,198.0,Scottish Open 2023 presented by Latitude 64,1
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,6.0,3.0,David Green,254489.0,,+37,65.0,74.0,65.0,792.0,697.0,800.0,204.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,36.0,Stephen Coulter,183670.0,891.0,+5,61.0,56.0,55.0,838.0,903.0,914.0,172.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,32.0,Andrew Coulter,184370.0,855.0,+6,55.0,60.0,58.0,908.0,857.0,880.0,173.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,28.0,Daniel Morgan,140118.0,883.0,+7,61.0,55.0,58.0,838.0,914.0,880.0,174.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,4.0,24.0,Peter Campbell,180867.0,852.0,+9,62.0,59.0,55.0,827.0,868.0,914.0,176.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,20.0,John Clark,148952.0,866.0,+11,58.0,58.0,62.0,873.0,880.0,834.0,178.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,6.0,16.0,Tony Deebank,171338.0,872.0,+16,59.0,61.0,63.0,861.0,845.0,823.0,183.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,7.0,12.0,Callum Beattie,147378.0,858.0,+19,59.0,64.0,63.0,861.0,811.0,823.0,186.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,8.0,8.0,Alec Sloan,183487.0,864.0,+24,60.0,65.0,66.0,850.0,800.0,788.0,191.0,Scottish Open 2023 presented by Latitude 64,1
MA2,55.0,56.0,56.0,4747.0,5505.0,5505.0,9.0,4.0,Adrian Sorin Mutei,239072.0,836.0,+30,59.0,71.0,67.0,861.0,731.0,777.0,197.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,51.0,Luke Harrison,255528.0,841.0,+5,58.0,61.0,53.0,873.0,845.0,937.0,172.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,48.0,John Hood,113996.0,844.0,+11,58.0,59.0,61.0,873.0,868.0,845.0,178.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,45.0,Ryan Junor,228334.0,783.0,+16,60.0,64.0,59.0,850.0,811.0,868.0,183.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,4.0,42.0,Laura Fyfe,150220.0,805.0,+18,62.0,64.0,59.0,827.0,811.0,868.0,185.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,39.0,Jason Glen,226786.0,805.0,+22,62.0,64.0,63.0,827.0,811.0,823.0,189.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,39.0,Stuart Lockhart,228359.0,802.0,+22,68.0,57.0,64.0,757.0,891.0,811.0,189.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,39.0,Alan Young,147379.0,846.0,+22,62.0,62.0,65.0,827.0,834.0,800.0,189.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,8.0,30.0,Hamish Dickson,228357.0,798.0,+25,64.0,64.0,64.0,803.0,811.0,811.0,192.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,9.0,27.0,Peter Morrison,188781.0,850.0,+28,64.0,65.0,66.0,803.0,800.0,788.0,195.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,10.0,24.0,Euan Boyle,228348.0,762.0,+31,66.0,63.0,69.0,780.0,823.0,754.0,198.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,11.0,21.0,Christopher Elfick,257421.0,,+33,61.0,73.0,66.0,838.0,708.0,788.0,200.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,12.0,18.0,David Green,240537.0,,+36,65.0,69.0,69.0,792.0,754.0,754.0,203.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,13.0,15.0,Jamie Wells,,,+37,60.0,70.0,74.0,850.0,742.0,697.0,204.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,14.0,12.0,Cammy Greig,232353.0,781.0,+38,67.0,70.0,68.0,768.0,742.0,765.0,205.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,15.0,0.0,Dakota Timmer,204218.0,777.0,,64.0,72.0,999.0,803.0,720.0,,999.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,16.0,0.0,Ross Brown,239336.0,848.0,,999.0,999.0,59.0,868.0,,,999.0,Scottish Open 2023 presented by Latitude 64,1
MA3,55.0,56.0,56.0,4747.0,5505.0,5505.0,16.0,0.0,Kristopher Glen,228499.0,796.0,,999.0,65.0,999.0,800.0,,,999.0,Scottish Open 2023 presented by Latitude 64,1
MJ18,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,2.0,Benny Sood,245564.0,813.0,+5,54.0,57.0,61.0,920.0,891.0,845.0,172.0,Scottish Open 2023 presented by Latitude 64,1
MPO,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,20.0,Pete Dawson,8870.0,970.0,-15,52.0,52.0,52.0,969.0,969.0,969.0,156.0,Caledonian Open,1
MPO,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,15.0,Rick Rick,37024.0,976.0,-13,54.0,54.0,50.0,948.0,948.0,990.0,158.0,Caledonian Open,1
MPO,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,15.0,Sami Havuluoto,112593.0,937.0,-13,49.0,56.0,53.0,1001.0,926.0,958.0,158.0,Caledonian Open,1
MPO,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,5.0,Ben Heywood,144476.0,933.0,-5,53.0,55.0,58.0,958.0,937.0,905.0,166.0,Caledonian Open,1
MP40,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,4.0,Jester Wilson,8817.0,957.0,-4,60.0,52.0,55.0,884.0,969.0,937.0,167.0,Caledonian Open,1
MA1,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,15.0,Fergus McLean,176700.0,909.0,-1,56.0,58.0,56.0,926.0,905.0,926.0,170.0,Caledonian Open,1
MA1,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,10.0,Tiffany Strandbygaard,144811.0,885.0,+1,59.0,57.0,56.0,894.0,916.0,926.0,172.0,Caledonian Open,1
MA1,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,5.0,Alan Davidson,107583.0,898.0,+11,63.0,62.0,57.0,852.0,862.0,916.0,182.0,Caledonian Open,1
MA40,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,16.0,Lloyd Wells,201061.0,891.0,+2,57.0,58.0,58.0,916.0,905.0,905.0,173.0,Caledonian Open,1
MA40,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,12.0,Trevor Bechtel,8805.0,894.0,+4,55.0,60.0,60.0,937.0,884.0,884.0,175.0,Caledonian Open,1
MA40,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,8.0,Patrick Kipfmiller,243194.0,,+26,69.0,65.0,63.0,788.0,830.0,852.0,197.0,Caledonian Open,1
MA40,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,4.0,Richard Beaumont,252556.0,813.0,+35,68.0,63.0,75.0,799.0,852.0,724.0,206.0,Caledonian Open,1
MA60,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,8.0,Peter Keightley,146860.0,826.0,+24,72.0,63.0,60.0,756.0,852.0,884.0,195.0,Caledonian Open,1
MA60,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,6.0,Anthony Jackson,228139.0,771.0,+26,72.0,64.0,61.0,756.0,841.0,873.0,197.0,Caledonian Open,1
MA60,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,4.0,Stuart Bell,58685.0,858.0,+27,67.0,66.0,65.0,809.0,820.0,830.0,198.0,Caledonian Open,1
MA60,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,2.0,Eric Turton,224750.0,765.0,+33,71.0,68.0,65.0,767.0,799.0,830.0,204.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,48.0,Jack Edgar,173197.0,899.0,+3,66.0,52.0,56.0,820.0,969.0,926.0,174.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,44.0,Ewan Penman,205573.0,890.0,+7,59.0,63.0,56.0,894.0,852.0,926.0,178.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,40.0,Thomas Wells,237667.0,868.0,+12,64.0,59.0,60.0,841.0,894.0,884.0,183.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,40.0,Neil Owen,261886.0,,+12,56.0,66.0,61.0,926.0,820.0,873.0,183.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,5.0,32.0,Cole Hamilton,107940.0,888.0,+13,59.0,67.0,58.0,894.0,809.0,905.0,184.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,5.0,32.0,Jon Luke Henderson,237660.0,861.0,+13,64.0,60.0,60.0,841.0,884.0,884.0,184.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,7.0,24.0,Kyle Roderick,203687.0,879.0,+15,64.0,59.0,63.0,841.0,894.0,852.0,186.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,7.0,24.0,John Clark,148952.0,866.0,+15,62.0,60.0,64.0,862.0,884.0,841.0,186.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,9.0,16.0,Sanyam McNie,171513.0,896.0,+17,63.0,63.0,62.0,852.0,852.0,862.0,188.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,10.0,12.0,Theodore Olsen,74704.0,876.0,+18,59.0,68.0,62.0,894.0,799.0,862.0,189.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,11.0,8.0,Adrian Sorin Mutei,239072.0,836.0,+30,68.0,67.0,66.0,799.0,809.0,820.0,201.0,Caledonian Open,1
MA2,57.0,57.0,57.0,5317.0,5317.0,5317.0,12.0,4.0,Callum Beattie,147378.0,858.0,+36,67.0,70.0,70.0,809.0,777.0,777.0,207.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,48.0,Ritchie Gardner,205247.0,857.0,+6,63.0,54.0,60.0,852.0,948.0,884.0,177.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,45.0,Stephen Scott,237662.0,835.0,+9,64.0,58.0,58.0,841.0,905.0,905.0,180.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,42.0,John Hood,113996.0,844.0,+13,63.0,60.0,61.0,852.0,884.0,873.0,184.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,39.0,Ross Brown,239336.0,848.0,+16,64.0,62.0,61.0,841.0,862.0,873.0,187.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,39.0,Danny Glen,226281.0,806.0,+16,63.0,63.0,61.0,852.0,852.0,873.0,187.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,6.0,33.0,Rodolfo Perez,203017.0,798.0,+21,70.0,59.0,63.0,777.0,894.0,852.0,192.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,6.0,33.0,Jason Glen,226786.0,805.0,+21,62.0,62.0,68.0,862.0,862.0,799.0,192.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,8.0,27.0,Euan Boyle,228348.0,762.0,+23,69.0,60.0,65.0,788.0,884.0,830.0,194.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,9.0,24.0,Peter Morrison,188781.0,850.0,+26,71.0,66.0,60.0,767.0,820.0,884.0,197.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,10.0,21.0,Laura Fyfe,150220.0,805.0,+29,66.0,64.0,70.0,820.0,841.0,777.0,200.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,11.0,18.0,James Reddaway,259983.0,,+31,68.0,69.0,65.0,799.0,788.0,830.0,202.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,11.0,18.0,Ross Johnstone,257408.0,861.0,+31,68.0,68.0,66.0,799.0,799.0,820.0,202.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,13.0,12.0,Jamie Wells,,,+32,71.0,65.0,67.0,767.0,830.0,809.0,203.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,14.0,9.0,Kristopher Glen,228499.0,796.0,+33,73.0,62.0,69.0,745.0,862.0,788.0,204.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,14.0,9.0,Ryan Junor,228334.0,783.0,+33,69.0,65.0,70.0,788.0,830.0,777.0,204.0,Caledonian Open,1
MA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,16.0,3.0,Steven Balliet,,,+77,71.0,66.0,111.0,767.0,820.0,341.0,248.0,Caledonian Open,1
FA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,6.0,Roisin Kelly,,,+60,80.0,75.0,76.0,671.0,724.0,713.0,231.0,Caledonian Open,1
FA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,4.5,Flora Rougvie,273751.0,,+80,82.0,89.0,80.0,650.0,575.0,671.0,251.0,Caledonian Open,1
FA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,3.0,Barbara Rast,,,+105,86.0,96.0,94.0,607.0,500.0,522.0,276.0,Caledonian Open,1
FA3,57.0,57.0,57.0,5317.0,5317.0,5317.0,4.0,0.0,Tandala MacRae,177592.0,732.0,,68.0,76.0,999.0,799.0,713.0,,999.0,Caledonian Open,1
MA4,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,6.0,Charlie Chalmers,,,+47,74.0,69.0,75.0,735.0,788.0,724.0,218.0,Caledonian Open,1
MA4,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,4.0,Shaun MacEachen,239209.0,659.0,+58,79.0,79.0,71.0,681.0,681.0,767.0,229.0,Caledonian Open,1
MA4,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,2.0,Colin Fieldsend,,,+66,78.0,81.0,78.0,692.0,660.0,692.0,237.0,Caledonian Open,1
MJ18,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,6.0,Jake Wells,,,+37,67.0,66.0,75.0,809.0,820.0,724.0,208.0,Caledonian Open,1
MJ18,57.0,57.0,57.0,5317.0,5317.0,5317.0,2.0,4.0,Daniel Todd,,,+68,68.0,71.0,100.0,799.0,767.0,458.0,239.0,Caledonian Open,1
MJ18,57.0,57.0,57.0,5317.0,5317.0,5317.0,3.0,0.0,Rowan MacRae,177595.0,572.0,,999.0,999.0,54.0,948.0,,,999.0,Caledonian Open,1
MJ08,57.0,57.0,57.0,5317.0,5317.0,5317.0,1.0,0.5,Maverick Beaumont,252560.0,491.0,+57,64.0,73.0,91.0,841.0,745.0,554.0,228.0,Caledonian Open,1
MPO,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,15.0,Rick Rick,37024.0,977.0,-15,52.0,54.0,47.0,987.0,967.0,1011.0,203.0,Highland Open,0
MPO,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,10.0,John Bruce,8845.0,956.0,-6,53.0,53.0,54.0,977.0,977.0,932.0,212.0,Highland Open,0
MPO,54.0,54.0,55.0,6581.0,6581.0,3438.0,3.0,0.0,Ben Bruce,8844.0,967.0,,999.0,999.0,60.0,865.0,910.0,,999.0,Highland Open,0
MP40,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,8.0,Ben Heywood,144476.0,938.0,+6,52.0,57.0,56.0,987.0,937.0,910.0,224.0,Highland Open,0
MP40,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,4.0,Jester Wilson,8817.0,935.0,+8,58.0,60.0,55.0,928.0,908.0,921.0,226.0,Highland Open,0
MA1,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,20.0,Fergus McLean,176700.0,909.0,+10,53.0,57.0,64.0,977.0,937.0,820.0,228.0,Highland Open,0
MA1,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,15.0,Ben Bolton,179709.0,894.0,+15,63.0,60.0,53.0,878.0,908.0,943.0,233.0,Highland Open,0
MA1,54.0,54.0,55.0,6581.0,6581.0,3438.0,3.0,10.0,Tiffany Strandbygaard,144811.0,893.0,+22,62.0,59.0,61.0,888.0,918.0,854.0,240.0,Highland Open,0
MA1,54.0,54.0,55.0,6581.0,6581.0,3438.0,4.0,5.0,Alan Davidson,107583.0,885.0,+27,61.0,62.0,56.0,898.0,888.0,910.0,245.0,Highland Open,0
MA40,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,16.0,Trevor Bechtel,8805.0,899.0,+15,60.0,60.0,58.0,908.0,908.0,887.0,233.0,Highland Open,0
MA40,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,12.0,Lloyd Wells,201061.0,904.0,+16,60.0,59.0,59.0,908.0,918.0,876.0,234.0,Highland Open,0
MA40,54.0,54.0,55.0,6581.0,6581.0,3438.0,3.0,8.0,Patrick Kipfmiller,243194.0,824.0,+24,66.0,62.0,58.0,848.0,888.0,887.0,242.0,Highland Open,0
MA40,54.0,54.0,55.0,6581.0,6581.0,3438.0,4.0,4.0,Richard Beaumont,252556.0,815.0,+46,69.0,68.0,65.0,818.0,828.0,809.0,264.0,Highland Open,0
MA2,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,20.0,Theodore Olsen,,,+15,60.0,67.0,54.0,908.0,838.0,932.0,233.0,Highland Open,0
MA2,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,16.0,Sanyam McNie,171513.0,885.0,+17,60.0,60.0,56.0,908.0,908.0,910.0,235.0,Highland Open,0
MA2,54.0,54.0,55.0,6581.0,6581.0,3438.0,3.0,12.0,Adam Gilmour,177380.0,879.0,+19,59.0,68.0,55.0,918.0,828.0,921.0,237.0,Highland Open,0
MA2,54.0,54.0,55.0,6581.0,6581.0,3438.0,4.0,8.0,Andrea Trevisan,,,+28,62.0,73.0,57.0,888.0,779.0,898.0,246.0,Highland Open,0
MA2,54.0,54.0,55.0,6581.0,6581.0,3438.0,5.0,4.0,Thomas Wells,237667.0,878.0,+29,64.0,66.0,60.0,868.0,848.0,865.0,247.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,1.0,21.0,Jamie Wells,,,+23,62.0,60.0,58.0,888.0,908.0,887.0,241.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,2.0,18.0,Phil Kirby,243795.0,893.0,+42,63.0,61.0,69.0,878.0,898.0,764.0,260.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,3.0,15.0,Anthony Jackson,228139.0,789.0,+55,74.0,71.0,68.0,769.0,799.0,775.0,273.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,4.0,12.0,James Reddaway,259983.0,806.0,+71,74.0,64.0,68.0,769.0,868.0,775.0,289.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,5.0,9.0,Shaun MacEachen,239209.0,678.0,+85,81.0,84.0,66.0,699.0,670.0,798.0,303.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,6.0,0.0,Tom Warren,218623.0,763.0,,78.0,77.0,61.0,729.0,739.0,854.0,999.0,Highland Open,0
MA3,54.0,54.0,55.0,6581.0,6581.0,3438.0,6.0,0.0,Johnny Warren,220307.0,765.0,,72.0,80.0,69.0,789.0,709.0,764.0,999.0,Highland Open,0
MJ08,54.0,54.0,55.0,6312.0,6312.0,3038.0,1.0,0.5,Maverick Beaumont,252560.0,586.0,+137,99.0,92.0,76.0,469.0,543.0,590.0,355.0,Highland Open,0
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,1.0,55.0,Seonaidh Charity,8864.0,955.0,-6,56.0,57.0,58.0,989.0,980.0,971.0,171.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,2.0,50.0,Asim Ali,133094.0,946.0,-4,59.0,57.0,57.0,962.0,980.0,980.0,173.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,3.0,45.0,Pete Dawson,8870.0,976.0,-3,61.0,55.0,58.0,944.0,998.0,971.0,174.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,4.0,40.0,Rick Rick,37024.0,977.0,+3,65.0,56.0,59.0,908.0,989.0,962.0,180.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,5.0,35.0,Ben Matthews,146880.0,941.0,+5,63.0,61.0,58.0,926.0,944.0,971.0,182.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,6.0,30.0,William Martin,103341.0,925.0,+7,62.0,60.0,62.0,935.0,953.0,935.0,184.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,7.0,25.0,Ben Preston,144400.0,937.0,+8,61.0,63.0,61.0,944.0,926.0,944.0,185.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,8.0,20.0,Jake Walpole,124575.0,909.0,+9,65.0,61.0,60.0,908.0,944.0,953.0,186.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,9.0,15.0,Patrick McCauley,106061.0,905.0,+19,69.0,61.0,66.0,872.0,944.0,899.0,196.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,10.0,10.0,Patrick McGeough,176105.0,896.0,+26,65.0,71.0,67.0,908.0,854.0,890.0,203.0,The Irish Open '23,1
MPO,59.0,59.0,59.0,6719.0,6719.0,6719.0,11.0,0.0,Jack Pembroke,163742.0,966.0,,60.0,68.0,999.0,953.0,881.0,,999.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,1.0,55.0,Stephen Coulter,183670.0,902.0,+16,64.0,66.0,63.0,917.0,899.0,926.0,193.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,1.0,55.0,Sean Craig,137639.0,890.0,+16,64.0,64.0,65.0,917.0,917.0,908.0,193.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,3.0,45.0,Daniel Morgan,140118.0,883.0,+17,64.0,63.0,67.0,917.0,926.0,890.0,194.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,4.0,40.0,Sanyam McNie,171513.0,885.0,+19,68.0,63.0,65.0,881.0,926.0,908.0,196.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,5.0,35.0,Alan Davidson,107583.0,885.0,+23,61.0,68.0,71.0,944.0,881.0,854.0,200.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,6.0,30.0,Tiffany Strandbygaard,144811.0,893.0,+26,70.0,66.0,67.0,863.0,899.0,890.0,203.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,7.0,25.0,Chris Sweeney,117266.0,884.0,+30,73.0,67.0,67.0,836.0,890.0,890.0,207.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,8.0,20.0,Christopher Burrows,144470.0,891.0,+33,72.0,70.0,68.0,845.0,863.0,881.0,210.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,9.0,15.0,Chris Bialecki,,,+40,74.0,71.0,72.0,827.0,854.0,845.0,217.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,9.0,15.0,Chris Millar,111810.0,874.0,+40,74.0,68.0,75.0,827.0,881.0,818.0,217.0,The Irish Open '23,1
MA1,59.0,59.0,59.0,6719.0,6719.0,6719.0,11.0,5.0,James Hamilton,,,+46,75.0,74.0,74.0,818.0,827.0,827.0,223.0,The Irish Open '23,1
MA60,59.0,59.0,59.0,5774.0,5774.0,5774.0,1.0,6.0,Gary Parr,56750.0,817.0,+24,71.0,65.0,65.0,791.0,852.0,852.0,201.0,The Irish Open '23,1
MA60,59.0,59.0,59.0,5774.0,5774.0,5774.0,2.0,4.0,David Finley,188784.0,799.0,+26,71.0,67.0,65.0,791.0,832.0,852.0,203.0,The Irish Open '23,1
MA60,59.0,59.0,59.0,5774.0,5774.0,5774.0,3.0,2.0,Brian Rainey,185961.0,734.0,+61,77.0,76.0,85.0,731.0,741.0,651.0,238.0,The Irish Open '23,1
MA2,59.0,59.0,59.0,5774.0,5774.0,5774.0,1.0,40.0,Maksim Koroljov,235647.0,868.0,+2,57.0,64.0,58.0,932.0,862.0,922.0,179.0,The Irish Open '23,1
MA2,59.0,59.0,59.0,5774.0,5774.0,5774.0,2.0,36.0,Isaac McCauley,182219.0,890.0,+5,56.0,63.0,63.0,942.0,872.0,872.0,182.0,The Irish Open '23,1
MA2,59.0,59.0,59.0,5774.0,5774.0,5774.0,3.0,32.0,Jay Penn,135051.0,851.0,+6,64.0,59.0,60.0,862.0,912.0,902.0,183.0,The Irish Open '23,1
