Division ID,Rd1 Layout,Rd2 Layout,Rd3 Layout,Rd1 Last Hole Length,Rd2 Last Hole Length,Rd3 Last Hole Length,Place,Points,Name,PDGA Number,Rating,Par,Rd1,Rd2,Rd3,Rd1 Rating,Rd2 Rating,Rd3 Rating,Total,Event,Major
MA3,66.0,66.0,66.0,6368.0,6368.0,6368.0,2.0,12.0,Jake Clarke,233494.0,851.0,+25,77.0,70.0,76.0,849.0,908.0,857.0,223.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA3,66.0,66.0,66.0,6368.0,6368.0,6368.0,3.0,9.0,Byron Humphries,184659.0,859.0,+28,77.0,75.0,74.0,849.0,866.0,874.0,226.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA3,66.0,66.0,66.0,6368.0,6368.0,6368.0,4.0,6.0,Jordon Venables,217366.0,830.0,+35,81.0,78.0,74.0,815.0,840.0,874.0,233.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA3,66.0,66.0,66.0,6368.0,6368.0,6368.0,5.0,3.0,KJ Phillips,173921.0,822.0,+37,78.0,77.0,80.0,840.0,849.0,823.0,235.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
FA3,66.0,66.0,66.0,6368.0,6368.0,6368.0,1.0,1.5,Ophelia Byrne,202560.0,755.0,+80,92.0,94.0,92.0,722.0,705.0,722.0,278.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA4,66.0,66.0,66.0,6368.0,6368.0,6368.0,1.0,4.0,Ben Ramsay,156841.0,839.0,+53,85.0,84.0,82.0,781.0,790.0,807.0,251.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA4,66.0,66.0,66.0,6368.0,6368.0,6368.0,2.0,2.0,Mike Bowles,228187.0,670.0,+76,95.0,89.0,90.0,697.0,748.0,739.0,274.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MJ18,66.0,66.0,66.0,6368.0,6368.0,6368.0,1.0,2.0,Zac Bowles,228189.0,757.0,+66,93.0,84.0,87.0,714.0,790.0,764.0,264.0,The Welsh Open 2023 ~ The Dragon Fights Back ~ BDGA Open Tour / Quaich Tour,1
MA1,63.0,63.0,,6727.0,6727.0,6727.0,1.0,45.0,Ben Heywood,144476.0,930.0,-3,60.0,63.0,998.0,960.0,933.0,,123.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,2.0,40.0,Tiffany Strandbygaard,144811.0,873.0,E,63.0,63.0,998.0,933.0,933.0,,126.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,2.0,40.0,Ben Preston,144400.0,936.0,E,62.0,64.0,998.0,942.0,924.0,,126.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,4.0,30.0,Sami Havuluoto,112593.0,940.0,+3,61.0,68.0,998.0,951.0,889.0,,129.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,4.0,30.0,Fergus McLean,176700.0,910.0,+3,61.0,68.0,998.0,951.0,889.0,,129.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,6.0,20.0,Iain McGarrity,116589.0,930.0,+6,63.0,69.0,998.0,933.0,880.0,,132.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,7.0,15.0,Ross MacSporran,180534.0,899.0,+9,66.0,69.0,998.0,907.0,880.0,,135.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,8.0,10.0,Peter Dagen,,,+14,70.0,70.0,998.0,871.0,871.0,,140.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA1,63.0,63.0,,6727.0,6727.0,6727.0,9.0,5.0,Nathan Cox,244831.0,852.0,+20,70.0,76.0,998.0,871.0,818.0,,146.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,1.0,32.0,Andrew Finlay,80128.0,913.0,+2,63.0,65.0,998.0,933.0,916.0,,128.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,2.0,28.0,Graham McGill,171402.0,890.0,+5,65.0,66.0,998.0,916.0,907.0,,131.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,3.0,24.0,Paul Hodgson,80099.0,901.0,+6,66.0,66.0,998.0,907.0,907.0,,132.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,4.0,20.0,Lloyd Wells,201061.0,891.0,+9,66.0,69.0,998.0,907.0,880.0,,135.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,5.0,16.0,David Wilson,203788.0,876.0,+13,68.0,71.0,998.0,889.0,862.0,,139.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,6.0,12.0,Robert Ng,124381.0,890.0,+16,73.0,69.0,998.0,845.0,880.0,,142.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,6.0,12.0,Ross Brown,239336.0,808.0,+16,71.0,71.0,998.0,862.0,862.0,,142.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA40,63.0,63.0,,6727.0,6727.0,6727.0,8.0,4.0,David Faithfull,121935.0,841.0,+21,69.0,78.0,998.0,880.0,800.0,,147.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA50,59.0,63.0,,4460.0,6727.0,4460.0,1.0,9.0,Euan Pettitt,58203.0,883.0,+6,55.0,73.0,998.0,888.0,845.0,,128.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA50,59.0,63.0,,4460.0,6727.0,4460.0,2.0,6.0,Richard Clegg,8828.0,830.0,+8,57.0,73.0,998.0,863.0,845.0,,130.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA50,59.0,63.0,,4460.0,6727.0,4460.0,3.0,3.0,Paul Molloy,116914.0,846.0,+14,61.0,75.0,998.0,814.0,827.0,,136.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,1.0,24.0,Callum Taylor,253060.0,,-1,65.0,60.0,998.0,916.0,960.0,,125.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,2.0,20.0,Jack Edgar,173197.0,900.0,+7,67.0,66.0,998.0,898.0,907.0,,133.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,3.0,16.0,Kyle Roderick,203687.0,872.0,+12,66.0,72.0,998.0,907.0,854.0,,138.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,4.0,12.0,Ewan Penman,205573.0,898.0,+15,70.0,71.0,998.0,871.0,862.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,5.0,8.0,Cole Hamilton,107940.0,882.0,+16,74.0,68.0,998.0,836.0,889.0,,142.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA2,63.0,63.0,,6727.0,6727.0,6727.0,6.0,4.0,Joshua Black,124778.0,835.0,+19,76.0,69.0,998.0,818.0,880.0,,145.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,1.0,69.0,James McHardy,230214.0,871.0,+2,55.0,69.0,998.0,888.0,880.0,,124.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,2.0,66.0,Hamish Dickson,228357.0,774.0,+2,59.0,65.0,998.0,839.0,916.0,,124.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,3.0,63.0,Stuart Lockhart,228359.0,685.0,+3,56.0,69.0,998.0,876.0,880.0,,125.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,4.0,60.0,Ryan Junor,228334.0,742.0,+10,57.0,75.0,998.0,863.0,827.0,,132.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,4.0,60.0,Laura Fyfe,150220.0,802.0,+10,54.0,78.0,998.0,900.0,800.0,,132.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,6.0,54.0,Andrea Trevisan,,,+11,58.0,75.0,998.0,851.0,827.0,,133.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,7.0,51.0,Gus Rochester,169989.0,870.0,+12,58.0,76.0,998.0,851.0,818.0,,134.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,7.0,51.0,Jason Glen,226786.0,786.0,+12,57.0,77.0,998.0,863.0,809.0,,134.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,9.0,45.0,John Hood,113996.0,864.0,+13,64.0,71.0,998.0,778.0,862.0,,135.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,9.0,45.0,Peter Morrison,188781.0,861.0,+13,64.0,71.0,998.0,778.0,862.0,,135.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,9.0,45.0,Taran Fiddes,,,+13,61.0,74.0,998.0,814.0,836.0,,135.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,12.0,36.0,Danny Glen,226281.0,797.0,+14,62.0,74.0,998.0,802.0,836.0,,136.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,13.0,33.0,James Clark,120496.0,816.0,+18,62.0,78.0,998.0,802.0,800.0,,140.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,13.0,33.0,Cameron Greig,232353.0,753.0,+18,57.0,83.0,998.0,863.0,756.0,,140.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,15.0,27.0,Daniel Storm,,,+19,59.0,82.0,998.0,839.0,765.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,15.0,27.0,Euan Boyle,228348.0,756.0,+19,58.0,83.0,998.0,851.0,756.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,17.0,21.0,Tom Warren,218623.0,755.0,+20,62.0,80.0,998.0,802.0,783.0,,142.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,18.0,18.0,Johnny Warren,220307.0,759.0,+21,63.0,80.0,998.0,790.0,783.0,,143.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,19.0,15.0,Dakota Timmer,204218.0,785.0,+22,64.0,80.0,998.0,778.0,783.0,,144.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,19.0,15.0,Benjamin Martin,165330.0,842.0,+22,61.0,83.0,998.0,814.0,756.0,,144.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,21.0,9.0,Marta Orzechowski,,,+27,66.0,83.0,998.0,753.0,756.0,,149.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,22.0,6.0,Mathew Miller,,,+28,69.0,81.0,998.0,716.0,774.0,,150.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA3,59.0,63.0,,4460.0,6727.0,4460.0,23.0,0.0,Peter O'Brien,174236.0,840.0,,57.0,999.0,998.0,863.0,,,999.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,1.0,12.0,Callum Girdwood,252442.0,,-5,60.0,53.0,998.0,827.0,912.0,,113.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,2.0,10.0,Ross Johnstone,257408.0,,-2,59.0,57.0,998.0,839.0,863.0,,116.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,3.0,8.0,Richard Beaumont,252556.0,789.0,E,57.0,61.0,998.0,863.0,814.0,,118.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,4.0,6.0,Thomas Dunn,257437.0,,+7,58.0,67.0,998.0,851.0,741.0,,125.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,5.0,4.0,Roisin Kelly,,,+23,74.0,67.0,998.0,655.0,741.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MA4,59.0,59.0,,4460.0,4460.0,4460.0,6.0,2.0,Shaun MacEachen,239209.0,,+25,74.0,69.0,998.0,655.0,716.0,,143.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MJ08,59.0,59.0,,4460.0,4460.0,4460.0,1.0,0.5,Maverick Beaumont,252560.0,556.0,+55,85.0,88.0,998.0,520.0,484.0,,173.0,Bluebell Woods Pro/Am presented by Dynamic Discs - All Am,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,1.0,100.0,Rick Rick,37024.0,973.0,-18,52.0,56.0,998.0,1021.0,984.0,,108.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,2.0,95.0,John Bruce,8845.0,951.0,-15,52.0,59.0,998.0,1021.0,957.0,,111.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,3.0,90.0,Pete Dawson,8870.0,970.0,-13,59.0,54.0,998.0,957.0,1002.0,,113.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,4.0,85.0,Ben Heywood,144476.0,930.0,-8,58.0,60.0,998.0,966.0,948.0,,118.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,5.0,80.0,Sami Havuluoto,112593.0,940.0,+1,66.0,61.0,998.0,893.0,938.0,,127.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,5.0,80.0,Ewan Penman,205573.0,898.0,+1,65.0,62.0,998.0,902.0,929.0,,127.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,7.0,70.0,Kyle Roderick,203687.0,872.0,+3,65.0,64.0,998.0,902.0,911.0,,129.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,8.0,65.0,Jack Edgar,173197.0,900.0,+5,67.0,64.0,998.0,884.0,911.0,,131.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,9.0,60.0,Fergus McLean,176700.0,910.0,+7,66.0,67.0,998.0,893.0,884.0,,133.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,10.0,55.0,Nathan Cox,244831.0,852.0,+8,65.0,69.0,998.0,902.0,865.0,,134.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,10.0,55.0,Ben Preston,144400.0,936.0,+8,64.0,70.0,998.0,911.0,856.0,,134.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,12.0,45.0,Ross Brown,239336.0,808.0,+10,69.0,67.0,998.0,865.0,884.0,,136.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,13.0,40.0,Ross MacSporran,180534.0,899.0,+11,69.0,68.0,998.0,865.0,874.0,,137.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,14.0,35.0,Alan Davidson,107583.0,900.0,+15,71.0,70.0,998.0,847.0,856.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,14.0,35.0,Hamish Dickson,228357.0,774.0,+15,70.0,71.0,998.0,856.0,847.0,,141.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,16.0,25.0,Gus Rochester,169989.0,870.0,+17,67.0,76.0,998.0,884.0,801.0,,143.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,17.0,20.0,Richard Beaumont,252556.0,789.0,+19,73.0,72.0,998.0,829.0,838.0,,145.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,18.0,15.0,Benjamin Martin,165330.0,842.0,+20,78.0,68.0,998.0,783.0,874.0,,146.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,19.0,10.0,John Hood,113996.0,864.0,+22,74.0,74.0,998.0,820.0,820.0,,148.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,63.0,63.0,,6727.0,6727.0,6727.0,20.0,5.0,Ryan Junor,228334.0,742.0,+34,83.0,77.0,998.0,738.0,792.0,,160.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
FPO,63.0,63.0,,6727.0,6727.0,6727.0,1.0,6.0,Tiffany Strandbygaard,144811.0,873.0,+3,67.0,62.0,998.0,884.0,929.0,,129.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
FPO,63.0,63.0,,6727.0,6727.0,6727.0,2.0,3.0,Laura Fyfe,150220.0,802.0,+23,76.0,73.0,998.0,801.0,829.0,,149.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MJ08,63.0,63.0,,,,,1.0,0.5,Maverick Beaumont,252560.0,556.0,+98,113.0,111.0,998.0,464.0,482.0,,224.0,Bluebell Woods Pro/Am presented by Dynamic Discs - MPO & FPO,0
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,60.0,Scott Stokely,3140.0,1013.0,-28,49.0,48.0,42.0,978.0,994.0,1063.0,139.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,55.0,Chris Smith,107706.0,972.0,-24,49.0,48.0,46.0,978.0,994.0,1017.0,143.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,50.0,Rick Rick,37024.0,976.0,-21,49.0,49.0,48.0,978.0,983.0,994.0,146.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,50.0,Pete Dawson,8870.0,970.0,-21,47.0,51.0,48.0,1001.0,960.0,994.0,146.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,50.0,Charlie O'Brien,52595.0,972.0,-21,50.0,45.0,51.0,966.0,1028.0,960.0,146.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,6.0,35.0,Daniel Mølbjerg Adderley,217805.0,948.0,-19,49.0,51.0,48.0,978.0,960.0,994.0,148.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,7.0,30.0,Yair Razin,108591.0,961.0,-15,50.0,54.0,48.0,966.0,925.0,994.0,152.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,8.0,25.0,Ben Preston,144400.0,926.0,-8,51.0,54.0,54.0,955.0,925.0,925.0,159.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,9.0,20.0,Jester Wilson,8817.0,957.0,-7,57.0,48.0,55.0,885.0,994.0,914.0,160.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,10.0,15.0,Ben Heywood,144476.0,933.0,-6,49.0,59.0,53.0,978.0,868.0,937.0,161.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,11.0,10.0,Fergus Bolton,177232.0,893.0,-4,54.0,56.0,53.0,920.0,903.0,937.0,163.0,Scottish Open 2023 presented by Latitude 64,1
MPO,55.0,56.0,56.0,4747.0,5505.0,5505.0,12.0,5.0,Sami Havuluoto,112593.0,937.0,-3,53.0,56.0,55.0,931.0,903.0,914.0,164.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,90.0,Asim Ali,133094.0,930.0,-16,49.0,52.0,50.0,978.0,948.0,971.0,151.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,85.0,Graham Robbie,62324.0,885.0,-7,54.0,53.0,53.0,920.0,937.0,937.0,160.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,3.0,80.0,Iain McGarrity,116589.0,926.0,-6,56.0,54.0,51.0,896.0,925.0,960.0,161.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,4.0,75.0,Seamus Scanlon,11756.0,911.0,-3,53.0,56.0,55.0,931.0,903.0,914.0,164.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,5.0,70.0,Tiffany Strandbygaard,144811.0,885.0,-1,56.0,59.0,51.0,896.0,868.0,960.0,166.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,6.0,65.0,Fergus McLean,176700.0,909.0,E,55.0,60.0,52.0,908.0,857.0,948.0,167.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,6.0,65.0,Robbie Reekie,67553.0,918.0,E,52.0,60.0,55.0,943.0,857.0,914.0,167.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,8.0,55.0,David Lindsay,218208.0,888.0,+1,58.0,58.0,52.0,873.0,880.0,948.0,168.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,8.0,55.0,Christopher Burrows,144470.0,892.0,+1,57.0,58.0,53.0,885.0,880.0,937.0,168.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,10.0,45.0,Ben Bolton,179709.0,881.0,+2,56.0,59.0,54.0,896.0,868.0,925.0,169.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,11.0,40.0,Phil Kirby,243795.0,,+3,55.0,59.0,56.0,908.0,868.0,903.0,170.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,12.0,35.0,Callum Taylor,253060.0,938.0,+7,60.0,56.0,58.0,850.0,903.0,880.0,174.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,12.0,35.0,Alan Davidson,107583.0,898.0,+7,59.0,56.0,59.0,861.0,903.0,868.0,174.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,14.0,25.0,Ross MacSporran,180534.0,894.0,+8,60.0,55.0,60.0,850.0,914.0,857.0,175.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,15.0,20.0,Laurence Jordan,120349.0,883.0,+9,60.0,58.0,58.0,850.0,880.0,880.0,176.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,16.0,15.0,Cole Hamilton,107940.0,888.0,+10,55.0,62.0,60.0,908.0,834.0,857.0,177.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,17.0,10.0,Rachel Shanks,143341.0,851.0,+21,64.0,63.0,61.0,803.0,823.0,845.0,188.0,Scottish Open 2023 presented by Latitude 64,1
MA1,55.0,56.0,56.0,4747.0,5505.0,5505.0,18.0,5.0,Nathan Cox,244831.0,860.0,+26,65.0,62.0,66.0,792.0,834.0,788.0,193.0,Scottish Open 2023 presented by Latitude 64,1
MA40,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,8.0,Graham McGill,171402.0,891.0,-1,54.0,55.0,57.0,920.0,914.0,891.0,166.0,Scottish Open 2023 presented by Latitude 64,1
MA40,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,4.0,Lloyd Wells,201061.0,891.0,-1,52.0,50.0,64.0,943.0,971.0,811.0,166.0,Scottish Open 2023 presented by Latitude 64,1
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,1.0,18.0,Euan Pettitt,58203.0,883.0,+9,58.0,59.0,59.0,873.0,868.0,868.0,176.0,Scottish Open 2023 presented by Latitude 64,1
MA50,55.0,56.0,56.0,4747.0,5505.0,5505.0,2.0,15.0,Paul Molloy,116914.0,842.0,+16,58.0,64.0,61.0,873.0,811.0,845.0,183.0,Scottish Open 2023 presented by Latitude 64,1
